"CustomerID","Item","Comment","Label",""
"96","Apple","Thanks for Amazon","1",""
"97","Apple"," has great value for money","1",""
"98","Apple","Fresh","1",""
"99","Apple","Recieved gud and fresh crunchy Red apples","1",""
"100","Apple","quality of all products delivered were very good","1",""
"101","Apple","All apple bad quality","-1",""
"102","Apple","Chemical grew apple, do not buy it","-1",""
"103","Apple","Don't buy fruits from Amazon","-1",""
"104","Apple","Old Stuff & Not good to eat","-1",""
"105","Apple","their shelf life is being increased by coating apples with wax","-1",""
"106","Apple","The apples smell rotten","-1",""
"107","Apple","the quantity we ordered was 4 and we only received 2.","-1",""
"108","Apple","Quality was bad, 2 out of 4 were rotten","-1",""
"109","Apple","Only packing was good.Received rotten apples.","-1",""
"110","Apple","Item is not as described , not imported as per description","-1",""
"111","Apple","Best","1",""
"112","Apple","An apple a day..","1",""
"113","Apple","Organic Apple","1",""
"114","Apple","Delicious","1",""
"115","Apple","Good apples","1",""
"116","Apple","Nice","1",""
"117","Apple","My first order delivered on time with good qualities of products apples","1",""
"118","Apple","Good quality","1",""
"119","Apple","Fresh apple","1",""
"120","Apple","These are not Shimla Apple.. quality is not good","-1",""
"121","Apple","Absolutely delicious, highly recommend.","1",""
"122","Apple","Highly recommended, amazing taste.","1",""
"123","Apple","Superb crunch, loved them.","1",""
"124","Apple","These apples are not fresh and also very disappointing.","-1",""
"125","Apple","Apples are too sour and not enjoyable.","-1",""
"126","Apple","Just okay okay, not the best.","0",""
"127","Apple","Apples are Crisp and juicy, perfect and also good for health","1",""
"128","Apple","Perfectly sweet and also flavorful.","1",""
"129","Apple","These are the best apples I've ever had.","1",""
"130","Apple","These are the one of top-notch fruit, exceeded expectations.","1",""
"131","Apple","My favorite apples, so good.","1",""
"132","Apple","These apples are kids friendly and loved these, super tasty.","1",""
"133","Apple","So good, totally worth it.","1",""
"134","Apple","Perfect for a healthy snack.","1",""
"135","Apple","Tastes fantastic, will buy again.","1",""
"136","Apple","Super fresh, very happy with these.","1",""
"137","Apple","The apples are so fresh and also the best ever ","1",""
"138","Apple","Really disappointing, expected better.","-1",""
"139","Apple","Won't buy these apples again, very bad.","-1",""
"140","Apple","Arrived mushy and bruised, terrible.","-1",""
"141","Apple","These are too bitter, couldn't eat them.","-1",""
"142","Apple","Looked good but tasted awful.","-1",""
"143","Apple","Waste of money, went bad quickly.","-1",""
"144","Apple","Dry and tasteless ","-1",""
"145","Apple","No sweetness and also rotten ","-1",""
"146","Apple","Spoiled fast, really disappointing.","-1",""
"147","Apple","The is seem to be good from outside but it is so bad inside","-1",""
"148","Apple","The taste is not good and also not upto mark","-1",""
"149","Apple","These didn't feel like fresh.please i request not to buy here","-1",""
"150","Apple","Not good . Dont encourage these kind of stuff","-1",""
"151","Apple"," Worst experience.Not good","-1",""
"152","Apple","Not good and dont buy here again","-1",""
"153","Apple","The apples are rotten and not godod for health","-1",""
"154","Apple","Not upto mark .okay okay","0",""
"155","Apple","Not as expected but okay","0",""
"156","Apple","Just okay, not the best.","0",""
"157","Apple"," Dont expect much just okay","0",""
"158","Apple","Fine for snacking, not exceptional.","0",""
"159","Apple","Moderately fresh, average taste.","0",""
"160","Apple","Average not the best one.okay okay","0",""
"161","Apple"," Decent not the best one ","0",""
"162","Apple"," Expected better.Just average","0",""
"163","Apple","Neither good nor bad . Just average ","0",""
"164","Apple"," Satisfactory quality not the best one i have experienced ","0",""
"165","Apple","I have been getting here from long time jsut okay okay","0",""
"166","Apple","really enjoying these apples","1",""
"167","Apple","excellent","1",""
"168","Apple","juicy apples","1",""
"169","Apple","nutritional value","1",""
"170","Apple","cheap and best","1",""
"171","Apple","Product is fresh","1",""
"172","Apple","favorite apple","1",""
"173","Apple","all-time favorite!","1",""
"174","Apple","Delicious","1",""
"175","Apple","thanks to freshindia...","1",""
"176","Apple","watery and brown interiors","-1",""
"177","Apple","brown and spotty inside","-1",""
"178","Apple","even one piece and is not good.","-1",""
"179","Apple","buy her apples by the crate","-1",""
"180","Apple","so bad","-1",""
"181","Apple","Not good quality","-1",""
"182","Apple","be careful while selecting","0",""
"183","Apple","bad taste not expect","0",""
"184","Apple","spoiled product","-1",""
"185","Apple","favorites","-1",""
"186","Apple","not ripen","-1",""
"187","Apple","justifiable price","0",""
"188","Apple","not worth it","-1",""
"189","Apple","prefer to avoid but not that bad","0",""
"190","Apple","neither good,nor bad","0",""
"191","Apple","Satisfiable","0",""
"192","Apple","expected something more","0",""
"193","Apple","same as we can buy outside","0",""
"194","Apple","tiny apples","-1",""
"195","Apple","Good","1",""
"196","Apple","Apples are fabulous","1",""
"197","Apple","Full-sized","1",""
"198","Apple","very fresh juicy","1",""
"199","Apple","good for Fruit salad.","1",""
"200","Apple","Nice & Great.","1",""
"201","Apple","Thanks for freshindiaorganics","1",""
"202","Apple","has great taste","1",""
"203","Apple","everyone they felt good","1",""
"204","Apple","Recieved gud Red apples","1",""
"205","Apple","no regards","1",""
"206","Apple","bad quality apples","-1",""
"207","Apple","Chemical grown apple","-1",""
"208","Apple","Don't buy fruits from freshindia","-1",""
"209","Apple","not  buy again","-1",""
"210","Apple","wax coated product","-1",""
"211","Apple","rotten smell","-1",""
"212","Apple","i felt that they were stolen.","-1",""
"213","Apple","too much wax","-1",""
"214","Apple","smaller ones","-1",""
"215","Apple","fake product","-1",""
"216","Apple","top notch","1",""
"217","Apple","doctor recommended","1",""
"218","Apple","no fertilizer product","1",""
"219","Apple","tasty","1",""
"220","Apple","Fruits","1",""
"221","Apple","This apple was amazing! Crisp, juicy, and perfectly sweet. It was fresh ","1",""
"222","Apple","Really good apple! It had a great balance of sweetness and tartness. ","1",""
"223","Apple","Best apple I've had in a long time. It was super fresh and crunchy","1",""
"224","Apple","Delicious apple. It was firm and juicy with a pleasant sweetness. ","1",""
"225","Apple","I was disappointed with this apple. It was mealy and lacked flavor.","-1",""
"226","Apple","Terrible apple. It was bruised and had a weird taste.","-1",""
"227","Apple","The apple was soft and mushy. It didn't taste fresh at all. ","-1",""
"228","Apple","Very poor quality apple. It was sour and had a strange texture. ","-1",""
"229","Apple","The apple was okay. It was neither too sweet nor too tart.","0",""
"230","Apple","Average apple. Not the best I've had, but certainly not the worst.","0",""
"231","Avocado","fresh avacado !","1",""
"232","Avocado","creamy delicious","1",""
"233","Avocado","perfect","1",""
"234","Avocado","freshness avocado","1",""
"235","Avocado","ripen perfectly","1",""
"236","Avocado","best avocado","1",""
"237","Avocado","great","1",""
"238","Avocado","great quality","1",""
"239","Avocado","nice flavor","1",""
"240","Avocado","delicious","1",""
"241","Avocado","highly recommend","1",""
"242","Avocado","perfectly ripe","1",""
"243","Avocado","full flavor","1",""
"244","Avocado","definitely buy","1",""
"245","Avocado","fresh tasty","1",""
"246","Avocado","great value money","1",""
"247","Avocado","impressed","1",""
"248","Avocado","good","1",""
"249","Avocado","smooth , fresh","1",""
"250","Avocado","always delicious","1",""
"251","Avocado","taste amazing","1",""
"252","Avocado","avocado overripe","-1",""
"253","Avocado","disappointed","-1",""
"254","Avocado","fresh","-1",""
"255","Avocado","creamy enough","-1",""
"256","Avocado","enjoyable","-1",""
"257","Avocado","happy","-1",""
"258","Avocado","damaged","-1",""
"259","Avocado","bruised","-1",""
"260","Avocado","poor quality","-1",""
"261","Avocado","dry lacked flavor","-1",""
"262","Avocado","’ buy","-1",""
"263","Avocado","avocado small","-1",""
"264","Avocado","creamy","-1",""
"265","Avocado","expected better quality","-1",""
"266","Avocado","good","-1",""
"267","Avocado","disappointed","-1",""
"268","Avocado","almost rotten","-1",""
"269","Avocado","worth","-1",""
"270","Avocado","worst","-1",""
"271","Avocado","’ buy","-1",""
"272","Avocado","quality inconsistent","-1",""
"273","Avocado","avocado letdown","-1",""
"274","Avocado","okay","0",""
"275","Avocado","alright salad","0",""
"276","Avocado","average quality avocado","0",""
"277","Avocado","avocado okay","0",""
"278","Avocado","avocado acceptable","0",""
"279","Avocado","bad","0",""
"280","Avocado","fine price","0",""
"281","Avocado","good avocado","1",""
"282","Avocado","appreciate","1",""
"283","Avocado","nice hard shell","1",""
"284","Avocado","variety ripe","1",""
"285","Avocado","great flavor ( creamy buttery )","1",""
"286","Avocado","taste fire","1",""
"287","Avocado","seed fine","1",""
"288","Avocado","great calorie fruit","1",""
"289","Avocado","tasty","1",""
"290","Avocado","first time avacado , great ! ! !","1",""
"291","Avocado","enjoyed","1",""
"292","Avocado","greatest fruit","1",""
"293","Avocado","green inside","1",""
"294","Avocado","egg , good","1",""
"295","Avocado","juice good","1",""
"296","Avocado","nutritious","1",""
"297","Avocado","awe ! !","1",""
"298","Avocado","nevr avocado good","1",""
"299","Avocado","tongue ca n't forget taste","1",""
"300","Avocado","good thing salad","1",""
"301","Avocado","starting like","1",""
"302","Avocado","ate gym , great","1",""
"303","Avocado","rich taste","1",""
"304","Avocado","average taste","0",""
"305","Avocado","thought would bigger","0",""
"306","Avocado","fresh , taste fine","0",""
"307","Avocado","bad thats say","0",""
"308","Avocado","found quality near store","0",""
"309","Avocado","vendor one also sam","0",""
"310","Avocado","ok eat","0",""
"311","Avocado","quality convinsing","0",""
"312","Avocado","regard","0",""
"313","Avocado","neither good bad","0",""
"314","Avocado","general found quality","0",""
"315","Avocado","good go","0",""
"316","Avocado","average opinion","0",""
"317","Avocado","good , others ok","0",""
"318","Avocado","average quality","0",""
"319","Avocado","must avoid","-1",""
"320","Avocado","worse","-1",""
"321","Avocado","worst ever","-1",""
"322","Avocado","ordering avocado","-1",""
"323","Avocado","rotten mostly","-1",""
"324","Avocado","seed roten","-1",""
"325","Avocado","hard eat","-1",""
"326","Avocado","would'nt digest","-1",""
"327","Avocado","dont order bb","-1",""
"328","Avocado","0 star","-1",""
"329","Avocado","outlayer much waxed","-1",""
"330","Avocado","seed n't ripe","-1",""
"331","Avocado","teeth hurt","-1",""
"332","Avocado","n't like","-1",""
"333","Avocado","overrrated","-1",""
"334","Avocado","get fruit rate","-1",""
"335","Avocado","rate high","-1",""
"336","Avocado","creamy texture","1",""
"337","Avocado","nutritious versatile","1",""
"338","Avocado","rich buttery","1",""
"339","Avocado","healthy fat source","1",""
"340","Avocado","perfect toast","1",""
"341","Avocado","smooth flavorful","1",""
"342","Avocado","great salad","1",""
"343","Avocado","ideal dip","1",""
"344","Avocado","deliciously creamy","1",""
"345","Avocado","fresh satisfying","1",""
"346","Avocado","versatile ingredient","1",""
"347","Avocado","nutritious addition","1",""
"348","Avocado","rich filling","1",""
"349","Avocado","perfectly ripe","1",""
"350","Avocado","delightful sandwich","1",""
"351","Avocado","mildly sweet","1",""
"352","Avocado","great lime","1",""
"353","Avocado","savory goodness","1",""
"354","Avocado","amazing texture","1",""
"355","Avocado","filling nutritious","1",""
"356","Avocado","expensive fruit","-1",""
"357","Avocado","spoil quickly","-1",""
"358","Avocado","mushy sometimes","-1",""
"359","Avocado","bland","-1",""
"360","Avocado","high fat","-1",""
"361","Avocado","difficult ripen","-1",""
"362","Avocado","messy cut","-1",""
"363","Avocado","flavor lack punch","-1",""
"364","Avocado","overrated fruit","-1",""
"365","Avocado","requires careful handling","-1",""
"366","Avocado","always fresh","-1",""
"367","Avocado","short shelf life","-1",""
"368","Avocado","taste vary","-1",""
"369","Avocado","oily","-1",""
"370","Avocado","prone browning","-1",""
"371","Avocado","take time ripen","-1",""
"372","Avocado","high calorie","-1",""
"373","Avocado","bland without seasoning","-1",""
"374","Avocado","overly creamy sometimes","-1",""
"375","Avocado","pricey perishable","-1",""
"376","Avocado","okay","0",""
"377","Avocado","average fruit","0",""
"378","Avocado","mildly enjoyable","0",""
"379","Avocado","basic ingredient","0",""
"380","Avocado","fine common","0",""
"381","Avocado","0 flavor","0",""
"382","Avocado","decent texture","0",""
"383","Avocado","everyone","0",""
"384","Avocado","meh taste","0",""
"385","Avocado","simple fruit","0",""
"386","Avocado","fresh avacado !","1",""
"387","Avocado","creamy delicious","1",""
"388","Avocado","added salad , juice .","1",""
"389","Avocado","freshness avocado","1",""
"390","Avocado","ripen perfectly","1",""
"391","Avocado","best avocado","1",""
"392","Avocado","ripened well .","1",""
"393","Avocado","ha avocado imported australia perfect","1",""
"394","Avocado","nice flavor","1",""
"395","Avocado","arrived big size","1",""
"396","Avocado","highly recommend","1",""
"397","Avocado","perfectly ripe","1",""
"398","Avocado","full flavor","1",""
"399","Avocado","definitely buy","1",""
"400","Avocado","go avocado guy","1",""
"401","Avocado","great value money","1",""
"402","Avocado","impressed","1",""
"403","Avocado","worth price .","1",""
"404","Avocado","smooth , fresh","1",""
"405","Avocado","always delicious","1",""
"406","Avocado","taste amazing","1",""
"407","Avocado","avocado overripe","-1",""
"408","Avocado","hard avocado","-1",""
"409","Avocado","fresh","-1",""
"410","Avocado","creamy enough","-1",""
"411","Avocado","really unfortunate","-1",""
"412","Avocado","happy","-1",""
"413","Avocado","stored , spoiled","-1",""
"414","Avocado","colour","-1",""
"415","Avocado","poor quality","-1",""
"416","Avocado","dry lacked flavor","-1",""
"417","Avocado","poor quality product","-1",""
"418","Avocado","avocado small","-1",""
"419","Avocado","creamy","-1",""
"420","Avocado","expected better quality","-1",""
"421","Avocado","good","-1",""
"422","Avocado","never seen small avocado life","-1",""
"423","Avocado","almost rotten","-1",""
"424","Avocado","worth","-1",""
"425","Avocado","worst","-1",""
"426","Avocado","report","-1",""
"427","Avocado","quality inconsistent","-1",""
"428","Avocado","avocado letdown","-1",""
"429","Avocado","okay","0",""
"430","Avocado","alright salad","0",""
"431","Avocado","average quality avocado","0",""
"432","Avocado","avocado okay","0",""
"433","Avocado","avocado acceptable","0",""
"434","Avocado","bad","0",""
"435","Avocado","fine price","0",""
"436","Avocado","good avocado","1",""
"437","Avocado","appreciate","1",""
"438","Avocado","nice hard shell","1",""
"439","Avocado","variety ripe","1",""
"440","Avocado","great flavor ( creamy buttery )","1",""
"441","Grapes","Some Grapes are spoiled, it's not fresh item","-1",""
"442","Grapes","The majority of the grapes were spoiled.","-1",""
"443","Grapes","I didn't receive the quantity as mentioned","-1",""
"444","Grapes","dislike","-1",""
"445","Grapes","Not good to buy fruits pineapple was very tiny","-1",""
"446","Grapes","grapes rotten","-1",""
"447","Grapes","not fresh","-1",""
"448","Grapes","Too many seeds and quite sour","-1",""
"449","Grapes","50% percent of the grapes are not good and rotten","-1",""
"450","Grapes","Too much sour in taste","-1",""
"451","Grapes","Not a quality","-1",""
"452","Grapes","worms were there inside the package","-1",""
"453","Grapes","Very sour taste","-1",""
"454","Grapes","quality not so good","-1",""
"455","Grapes","Totally waste","-1",""
"456","Grapes"," kind of plucked early.","-1",""
"457","Grapes","Could not enjoy much.","-1",""
"458","Grapes","Not very good","-1",""
"459","Grapes"," not good condition","-1",""
"460","Grapes","Too raw","-1",""
"461","Grapes","Very fresh indeed, well packed and arrived very safe","1",""
"462","Grapes","Quality is good.","1",""
"463","Grapes","Value for the money wt you are paying","1",""
"464","Grapes","They delivered with good conditions","1",""
"465","Grapes","U can order this bliendly","1",""
"466","Grapes","Liked it","1",""
"467","Grapes","juicy and as shown in the picture","1",""
"468","Grapes","Good","1",""
"469","Grapes","Grapes delivered was fresh n tasted good","1",""
"470","Grapes","It was fresh as expected.","1",""
"471","Grapes","I loved them","1",""
"472","Grapes","So juicy and delicious!","1",""
"473","Grapes","Great taste","1",""
"474","Grapes","Good condition and taste is also good","1",""
"475","Grapes","Good","1",""
"476","Grapes","Very fresh and tasty graps","1",""
"477","Grapes","Like","1",""
"478","Grapes","Eat healthy","1",""
"479","Grapes","Good and Tasty","1",""
"480","Grapes","This is average. Taste-wise ok.","0",""
"481","Grapes","I thought it would be good but not upto my expectations","0",""
"482","Grapes"," just somehow consumable.","0",""
"483","Grapes","Taste good but the seeds have sharp tip","0",""
"484","Grapes","The product didn't turn out like it should have was small in size","0",""
"485","Grapes","Sour grapes","0",""
"486","Grapes","Not up to expectations","0",""
"487","Grapes","Average","0",""
"488","Grapes","Was ok","0",""
"489","Grapes","do not buy- sent all bad ","-1",""
"490","Grapes","The price is too high 250 per 500gm ","-1",""
"491","Grapes","Yellowing","-1",""
"492","Grapes","Verge of rotting","-1",""
"493","Grapes","no more a good value","-1",""
"494","Grapes","got 350gms instead of 500","-1",""
"495","Grapes","quantity was less","-1",""
"496","Grapes","Waste","-1",""
"497","Grapes","Almost half the bunch is over ripe and spoilt","-1",""
"498","Grapes","Sweet fruits","1",""
"499","Grapes","Will keep repurchasing","1",""
"500","Grapes","Absolute fresh juicy","1",""
"501","Grapes","so rotten","-1",""
"502","Grapes","most are not good","-1",""
"503","Grapes"," the size is really bad","-1",""
"504","Grapes","some are black,some are green","-1",""
"505","Grapes","i orderded black,i got green","-1",""
"506","Grapes","so taste at all","-1",""
"507","Grapes","didn,t liked","-1",""
"508","Grapes","the grapes are very small","-1",""
"509","Grapes","blacked ","-1",""
"510","Grapes","no freshness","-1",""
"511","Grapes","not fresh","-1",""
"512","Grapes","worst quality","-1",""
"513","Grapes","sour in taste","-1",""
"514","Grapes","Too much sour in taste","-1",""
"515","Grapes","was,nt sure whether these are fruits are seeds","-1",""
"516","Grapes","insects inside","-1",""
"517","Grapes","not a good taste","-1",""
"518","Grapes","quality not so good","-1",""
"519","Grapes","waste of time","-1",""
"520","Grapes","regretting ","-1",""
"521","Grapes","did'nt reach my expectations","-1",""
"522","Grapes","very bad","-1",""
"523","Grapes","worst quality","-1",""
"524","Grapes","no juice in them","-1",""
"525","Grapes","great deal","1",""
"526","Grapes","good package]","1",""
"527","Grapes","value for every rupee","1",""
"528","Grapes","great taste","1",""
"529","Grapes","no second thoughts","1",""
"530","Grapes","my husband liked","1",""
"531","Grapes","great","1",""
"532","Grapes","the product is fabulous","1",""
"533","Grapes","best taste ever","1",""
"534","Grapes","great","1",""
"535","Grapes","juicy and as shown in the picture","1",""
"536","Grapes","super","1",""
"537","Grapes","tasted so good","1",""
"538","Grapes","as expected!!1","1",""
"539","Grapes","worth every penny","1",""
"540","Grapes","delicious","1",""
"541","Grapes","tasty","1",""
"542","Grapes","Good condition and taste is also good","1",""
"543","Grapes","sweet","1",""
"544","Grapes","Very fresh and tasty graps","1",""
"545","Grapes","my parents liked them","1",""
"546","Grapes","tasty","1",""
"547","Grapes","the taste is great","1",""
"548","Grapes","best grapes","1",""
"549","Grapes","nevertheless","1",""
"550","Grapes","taste is not bad","0",""
"551","Grapes","didnt match my expectations","0",""
"552","Grapes"," just somehow consumable.","0",""
"553","Grapes","just a normal opinion","0",""
"554","Grapes","thought it would be better,but neither bad","0",""
"555","Grapes","just finr","0",""
"556","Grapes","average","0",""
"557","Grapes","not good,not bad","0",""
"558","Grapes","Was ok","0",""
"559","Grapes","bad experience","-1",""
"560","Grapes","too high price","-1",""
"561","Grapes","Super sweet and juicy, loved them.","1",""
"562","Grapes"," very very great taste ","1",""
"563","Grapes","These grapes were so fresh and delicious.","1",""
"564","Grapes","Perfectly ripe, just what I wanted.","1",""
"565","Grapes","The taste so so good and the delivery also great","1",""
"566","Grapes","Amazing quality, very sweet and juicy","1",""
"567","Grapes","Best grapes ever, highly recommend!","1",""
"568","Grapes","Incredibly fresh and juicy, perfect for snacking.","1",""
"569","Grapes","Fresh and delicious ","1",""
"570","Grapes","fresh and juicy ","1",""
"571","Grapes","So juicy and flavorful,","1",""
"572","Grapes","Perfect for fruit salads, great flavor.","1",""
"573","Grapes","Wonderful grapes, very fresh and sweet","1",""
"574","Grapes","Kids loved them, will buy again.","1",""
"575","Grapes"," best taste of grapes ever","1",""
"576","Grapes"," grapes are so  good ","1",""
"577","Grapes","Exceeded my expectations, very tasty.","1",""
"578","Grapes","Amazing taste, perfectly ripe and sweet.","1",""
"579","Grapes"," So so good and best taste i have ever experienced","1",""
"580","Grapes","Fresh and sweet, just like home.","-1",""
"581","Grapes","Really disappointed, not fresh at all","-1",""
"582","Grapes","Too sour and not enjoyable.","-1",""
"583","Grapes","Bruised and mushy, very bad.","-1",""
"584","Grapes","Poor quality, won't buy again.","-1",""
"585","Grapes","Bland taste, no sweetness.","-1",""
"586","Grapes","Overripe and spoiled quickly. ","-1",""
"587","Grapes","Terrible taste, couldn't eat them.","-1",""
"588","Grapes","Waste of money, very bad.","-1",""
"589","Grapes","Dry and flavorless, not good.","-1",""
"590","Grapes","Small and not ripe, very disappointed.","-1",""
"591","Grapes","Not good at all, very unsatisfied.","-1",""
"592","Grapes","No sweetness, very bland.","-1",""
"593","Grapes","Spoiled fast, really disappointing.","-1",""
"594","Grapes","Mealy texture, not fresh at all.","-1",""
"595","Grapes","Flavorless and dry, won't buy again.","-1",""
"596","Grapes","Soft and bruised, very poor quality.","-1",""
"597","Grapes","Very bland taste, not worth it.","-1",""
"598","Grapes","Overpriced for such poor quality.","-1",""
"599","Grapes","Really disappointing, expected better.","-1",""
"600","Grapes","Won't buy these grapes again, very bad.","0",""
"601","Grapes","These grapes were okay, not the best.","0",""
"602","Grapes","Average grapes, some were sweet, others not.","0",""
"603","Grapes","They were fine, nothing special.","0",""
"604","Grapes","Pretty average grapes.","0",""
"605","Grapes","Fair quality, but expected better.","0",""
"606","Grapes","Decent grapes, but not very consistent.","0",""
"607","Grapes","Some were good, some were bland.","0",""
"608","Grapes","Fresh but not very sweet.","0",""
"609","Grapes","Grapes were alright, just okay.","0",""
"610","Grapes","Not the best but okay okay","0",""
"611","Grapes","not a good product","-1",""
"612","Grapes","most are not good","-1",""
"613","Grapes","quality was not promised","-1",""
"614","Grapes","bad product","-1",""
"615","Grapes","seedy fruits","-1",""
"616","Grapes","different breed","-1",""
"617","Grapes","mushy upon arrival","-1",""
"618","Grapes","not likable","-1",""
"619","Grapes","Do not waste your money","-1",""
"620","Grapes","sour taste","-1",""
"621","Grapes","not edible","-1",""
"622","Grapes","infested","-1",""
"623","Grapes","Don't buy","-1",""
"624","Grapes","no flavor","-1",""
"625","Grapes","barely even sweet","-1",""
"626","Grapes","kind of plucked early.","-1",""
"627","Grapes","not tasty","-1",""
"628","Grapes","obvious damage","-1",""
"629","Grapes","not good condition","-1",""
"630","Grapes","no juice in them","-1",""
"631","Grapes","super product","1",""
"632","Grapes","5 star ","1",""
"633","Grapes","value for every rupee","1",""
"634","Grapes","nice packaging ","1",""
"635","Grapes","U can order this bliendly","1",""
"636","Grapes","Loved them","1",""
"637","Grapes","met the expectations","1",""
"638","Grapes","my husband liked","1",""
"639","Grapes","Good product","1",""
"640","Grapes","Fresh as expected","1",""
"641","Grapes","good fruits","1",""
"642","Grapes","nevertheless","1",""
"643","Grapes","Arrived fresh","1",""
"644","Grapes","Good condition and taste is also good","1",""
"645","Grapes","as expected!!1","1",""
"646","Grapes","Very fresh and tasty graps","1",""
"647","Grapes","Great option","1",""
"648","Grapes","Juicy grapes","1",""
"649","Grapes","Tasty","1",""
"650","Grapes","Taste-wise ok.","0",""
"651","Grapes","somewhat satisfied","0",""
"652","Grapes","just somehow consumable.","0",""
"653","Grapes","Taste good but the seeds have sharp tip","0",""
"654","Grapes","The product didn't turn out like it should have was small in size","0",""
"655","Grapes","plain and Fresh","0",""
"656","Grapes","Not up to expectations","0",""
"657","Grapes","Average","0",""
"658","Grapes","Was ok","0",""
"659","Grapes","do not buy- sent all bad","-1",""
"660","Grapes","The price is too high 250 per 500gm","-1",""
"661","Grapes","Absolute fresh juicy","1",""
"662","Grapes","Will keep repurchasing","1",""
"663","Grapes","Sweet fruits","1",""
"664","Grapes","Almost half the bunch is over ripe and spoilt","-1",""
"665","Grapes","Waste","-1",""
"666","Grapes","quantity was less","-1",""
"667","Grapes","got 350gms instead of 500","-1",""
"668","Grapes","no more a good value","-1",""
"669","Grapes","Verge of rotting","-1",""
"670","Grapes","Yellowing","-1",""
"671","Kiwi","kiwi received great condition","1",""
"672","Kiwi","fresh tasted good","1",""
"673","Kiwi","good size","1",""
"674","Kiwi","remained fresh week without keep refrigerator","1",""
"675","Kiwi","would buy .","1",""
"676","Kiwi","fresh one","1",""
"677","Kiwi","nice quality !","1",""
"678","Kiwi","incredibly juicy sweet","1",""
"679","Kiwi","perfect","1",""
"680","Kiwi","fresh","1",""
"681","Kiwi","best kiwi","1",""
